g_song_id,g_artist_id,g_artist_name,g_full_song_title,g_song_title
12960,719,Cappadonna,Grungy by Cappadonna (Ft. G-Clef Da Mad Komposa),Grungy
12961,719,Cappadonna,Life's a Gamble by Cappadonna (Ft. Raekwon & Ratchet),Life's a Gamble
12962,719,Cappadonna,Hustle & Flow by Cappadonna,Hustle & Flow
12963,719,Cappadonna,Do You Remember? by Cappadonna,Do You Remember?
12965,719,Cappadonna,"Pistachio by Cappadonna (Ft. King Just, Lounge Lo & Mega Don)",Pistachio
12966,719,Cappadonna,Savage Life by Cappadonna,Savage Life
12967,719,Cappadonna,Somebody's Got to Go by Cappadonna (Ft. Lounge Lo),Somebody's Got to Go
12968,719,Cappadonna,Stay Shining by Cappadonna,Stay Shining
12969,719,Cappadonna,Stories by Cappadonna (Ft. 3rd Diglah & JoJo Pellegrino),Stories
12970,719,Cappadonna,That Staten Island Shit by Cappadonna (Ft. Lounge Lo),That Staten Island Shit
12971,719,Cappadonna,What's Really Up? by Cappadonna,What's Really Up?
12972,719,Cappadonna,You Can't Keep a Good Man Down by Cappadonna,You Can't Keep a Good Man Down
12973,719,Cappadonna,"You Can't Keep a Good Man Down, Pt. 2 by Cappadonna","You Can't Keep a Good Man Down, Pt. 2"
12974,719,Cappadonna,Walk With Me by Cappadonna (Ft. Skinslaya),Walk With Me
12975,719,Cappadonna,Broken Glass by Cappadonna,Broken Glass
12976,719,Cappadonna,Blood Brothers by Cappadonna (Ft. Lounge Mode),Blood Brothers
12977,719,Cappadonna,"You Can't Keep a Good Man Down, Pt. 3 by Cappadonna","You Can't Keep a Good Man Down, Pt. 3"
12978,719,Cappadonna,Call it Quits (Bonus Track) by Cappadonna,Call it Quits (Bonus Track)
12979,719,Cappadonna,Speed Knotz by Cappadonna (Ft. Percise),Speed Knotz
12980,719,Cappadonna,Do It/Push by Cappadonna,Do It/Push
12981,719,Cappadonna,Cap is Back by Cappadonna (Ft. Lounge Mode),Cap is Back
12982,719,Cappadonna,Can't Stop the Pain (Bonus Track) by Cappadonna,Can't Stop the Pain (Bonus Track)
12983,719,Cappadonna,"We Got This by Cappadonna (Ft. Lounge Mode, Pike & Remedy)",We Got This
12984,719,Cappadonna,I Don't Even Know You by Cappadonna,I Don't Even Know You
12985,719,Cappadonna,Killa Killa Hill by Cappadonna (Ft. Raekwon),Killa Killa Hill
12986,719,Cappadonna,Get Away From the Door by Cappadonna (Ft. Inspectah Deck),Get Away From the Door
12987,719,Cappadonna,"Money, Cash, Flows by Cappadonna (Ft. Crunch Lo, Lounge Mode & Remedy)","Money, Cash, Flows"
12988,719,Cappadonna,My Kind of Bitch by Cappadonna,My Kind of Bitch
12989,719,Cappadonna,Freestyle by Cappadonna,Freestyle
12990,719,Cappadonna,Mamma by Cappadonna,Mamma
12991,719,Cappadonna,Pain is Love by Cappadonna (Ft. Lounge Mode & Solomon Childs),Pain is Love
12992,719,Cappadonna,Show by Cappadonna,Show
12993,719,Cappadonna,Life of a Lesbo by Cappadonna,Life of a Lesbo
12994,719,Cappadonna,Season of Da' Vick by Cappadonna (Ft. Lounge Mode),Season of Da' Vick
12995,719,Cappadonna,Struggle With This by Cappadonna (Ft. King Just),Struggle With This
12996,719,Cappadonna,"Power to the Peso by Cappadonna (Ft. Lounge Mode, Solomon Childs & Wigz)",Power to the Peso
12997,719,Cappadonna,Role of Ya Lifetime by Cappadonna (Ft. Solomon Childs),Role of Ya Lifetime
12998,719,Cappadonna,One Way 2 Zion by Cappadonna (Ft. Culture),One Way 2 Zion
12999,719,Cappadonna,Big Business by Cappadonna (Ft. Crunch & Shyheim),Big Business
13000,719,Cappadonna,Bread of Life by Cappadonna (Ft. Killah Priest & Neonek),Bread of Life
13001,719,Cappadonna,Save the Children by Cappadonna (Ft. Culture),Save the Children
13002,719,Cappadonna,Love is the Message by Cappadonna (Ft. Raekwon),Love is the Message
13003,719,Cappadonna,Revenge by Cappadonna (Ft. Freemurder & Timbo King),Revenge
13004,719,Cappadonna,We Know by Cappadonna (Ft. Da Brat & Jermaine Dupri),We Know
13005,719,Cappadonna,The Grits by Cappadonna (Ft. Agallah),The Grits
13006,719,Cappadonna,War Rats by Cappadonna,War Rats
13007,719,Cappadonna,"Shake Dat by Cappadonna (Ft. Culture, Jamie Sommers & Starcia Hall)",Shake Dat
13008,719,Cappadonna,Bedroom Interview by Cappadonna (Ft. Stanley Steels),Bedroom Interview
13009,719,Cappadonna,Coast to Coast by Cappadonna (Ft. 2Pac & Rush),Coast to Coast
13010,719,Cappadonna,Born in N.Y.C. by Cappadonna,Born in N.Y.C.
13011,719,Cappadonna,Super Model by Cappadonna (Ft. Ghostface Killah),Super Model
13012,719,Cappadonna,"Criminal Mind by Cappadonna (Ft. Killah Priest, KMC & Rush)",Criminal Mind
13013,719,Cappadonna,"Eye for an Eye by Cappadonna (Ft. King Just, Money Grip, Real Life & Rush)",Eye for an Eye
13014,719,Cappadonna,Spark That Dutch by Cappadonna (Ft. Rush),Spark That Dutch
13016,719,Cappadonna,Bartender by Cappadonna (Ft. Rush),Bartender
13017,719,Cappadonna,Here 2 Day by Cappadonna (Ft. Rush),Here 2 Day
13018,719,Cappadonna,"Get Mine 2005 by Cappadonna (Ft. King Just, Money Grip, Real Life & Rush)",Get Mine 2005
13020,719,Cappadonna,Street Flavor by Cappadonna (Ft. Rush),Street Flavor
13021,4389,Cardan,Jam On It by Cardan (Ft. Jermaine Dupri),Jam On It
13022,4387,Captain Save Em,"Representin South west by Captain Save Em (Ft. Lil Big, Pimp C & Yukmouth)",Representin South west
13026,555,Ca$his,Gun Rule by Ca$his,Gun Rule
13028,719,Cappadonna,"Wu-South by Cappadonna (Ft. Jarmen, Lil' Milz & Rush)",Wu-South
13029,555,Ca$his,Just Like Me by Ca$his,Just Like Me
13030,555,Ca$his,Lac Motion by Ca$his,Lac Motion
13031,555,Ca$his,Pistol Poppin' by Ca$his (Ft. Eminem),Pistol Poppin'
13032,555,Ca$his,Ms. Jenkins by Ca$his,Ms. Jenkins
13034,555,Ca$his,That Nigga a Gangsta by Ca$his,That Nigga a Gangsta
13036,230,Cassidy,Cash Rules by Cassidy (Ft. Bone Thugs-N-Harmony & Eve),Cash Rules
13037,555,Ca$his,Thoughts of Suicide by Ca$his,Thoughts of Suicide
13038,230,Cassidy,I Get My Paper by Cassidy (Ft. Swizz Beatz),I Get My Paper
13039,230,Cassidy,Innocent Man (Misunderstood) by Cassidy (Ft. Mark Morrison),Innocent Man (Misunderstood)
13040,230,Cassidy,Leanin' on the Lord by Cassidy (Ft. Angie Stone),Leanin' on the Lord
13041,230,Cassidy,Damn I Miss the Game by Cassidy (Ft. Rell),Damn I Miss the Game
13042,230,Cassidy,Take a Trip by Cassidy (Ft. Mashonda),Take a Trip
13043,230,Cassidy,My Drink N My 2 Step by Cassidy (Ft. Swizz Beatz),My Drink N My 2 Step
13044,230,Cassidy,Where My Niggaz At by Cassidy,Where My Niggaz At
13046,230,Cassidy,Will Never Tell (Uh Uh) by Cassidy,Will Never Tell (Uh Uh)
13047,230,Cassidy,Done 4 Me by Cassidy,Done 4 Me
13048,230,Cassidy,Bellybutton by Cassidy,Bellybutton
13049,230,Cassidy,B-Boy Stance by Cassidy (Ft. Swizz Beatz),B-Boy Stance
13050,230,Cassidy,Can't Fade Me by Cassidy (Ft. Nas & Quan),Can't Fade Me
13053,230,Cassidy,On the Grind by Cassidy,On the Grind
13054,230,Cassidy,The Problem vs. the Hustla by Cassidy,The Problem vs. the Hustla
13055,230,Cassidy,Kick It With You by Cassidy (Ft. Mario),Kick It With You
13056,230,Cassidy,Crack by Cassidy,Crack
13057,230,Cassidy,So Long by Cassidy (Ft. Mashonda & Raekwon),So Long
13058,230,Cassidy,Aim 4 the Head by Cassidy (Ft. The Game & Swizz Beatz),Aim 4 the Head
13059,230,Cassidy,I'm a Hustler (Alternate Mix) by Cassidy (Ft. JAY-Z),I'm a Hustler (Alternate Mix)
13060,230,Cassidy,I'm a Hustla (Remix) by Cassidy (Ft. Mary J. Blige),I'm a Hustla (Remix)
13061,230,Cassidy,Get 'Em by Cassidy,Get 'Em
13062,230,Cassidy,"Stand Up (Tribute to Sean Bell) by Cassidy (Ft. Drag-On, Maino, Styles P, Swizz Beatz & Talib Kweli)",Stand Up (Tribute to Sean Bell)
13063,230,Cassidy,"My Drink n My 2 Step (Remix) by Cassidy (Ft. Kanye West, Ne-Yo & Swizz Beatz)",My Drink n My 2 Step (Remix)
13064,230,Cassidy,Blood Pressure by Cassidy (Ft. Swizz Beatz),Blood Pressure
13065,230,Cassidy,C-Bonics by Cassidy,C-Bonics
13066,230,Cassidy,Can I Talk to You by Cassidy (Ft. Jadakiss),Can I Talk to You
13067,230,Cassidy,Get No Betta by Cassidy (Ft. Mashonda),Get No Betta
13068,230,Cassidy,Around Tha World by Cassidy,Around Tha World
13069,230,Cassidy,Hotel by Cassidy (Ft. R. Kelly),Hotel
13070,230,Cassidy,Husslin' by Cassidy,Husslin'
13071,230,Cassidy,Lipstick by Cassidy,Lipstick
13072,230,Cassidy,I'm Hungry by Cassidy,I'm Hungry
13073,230,Cassidy,Pop That Cannon by Cassidy (Ft. Styles P & Swizz Beatz),Pop That Cannon
13074,230,Cassidy,"Real Talk by Cassidy (Ft. Dee Dean, Swizz Beatz & Waah)",Real Talk
13075,230,Cassidy,My Interpretation by Cassidy,My Interpretation
13076,230,Cassidy,Hotel (Remix) by Cassidy (Ft. R. Kelly & Trina),Hotel (Remix)
13078,2904,Casual,I Didn't Mean To by Casual (Ft. Del The Funky Homosapien),I Didn't Mean To
13080,230,Cassidy,Make U Scream by Cassidy (Ft. Snoop Dogg),Make U Scream
13081,2904,Casual,That's How It Is by Casual,That's How It Is
13084,230,Cassidy,Tha Problem by Cassidy,Tha Problem
13087,2904,Casual,A Little Something by Casual (Ft. Del The Funky Homosapien),A Little Something
13092,2904,Casual,Who's It On by Casual (Ft. Del The Funky Homosapien & Pep Love),Who's It On
13095,2904,Casual,Later On by Casual,Later On
13104,4404,Caz,U a Thug? by Caz (Ft. Ice-T & Layzie Bone),U a Thug?
13124,4413,CeeLo Green,Fool For You by CeeLo Green (Ft. Philip Bailey),Fool For You
13152,4413,CeeLo Green,I'll Be Around by CeeLo Green (Ft. Timbaland),I'll Be Around
13157,4413,CeeLo Green,Childz Play by CeeLo Green (Ft. Ludacris),Childz Play
13162,4413,CeeLo Green,Let's Stay Together by CeeLo Green (Ft. Pharrell Williams),Let's Stay Together
13171,4413,CeeLo Green,The One by CeeLo Green (Ft. Jazze Pha & T.I.),The One
13173,4413,CeeLo Green,The Art of Noise by CeeLo Green (Ft. Pharrell Williams),The Art of Noise
13179,3310,Celly Cel,4 Tha Scrilla by Celly Cel (Ft. B-Legit & E-40),4 Tha Scrilla
13180,3310,Celly Cel,"It's Going Down (Fo Sheezy Remix) by Celly Cel (Ft. B-Legit, E-40, Mack 10 & Rappin' 4-Tay)",It's Going Down (Fo Sheezy Remix)
13181,3310,Celly Cel,Fuck Tha World by Celly Cel (Ft. Silkk the Shocker),Fuck Tha World
13182,3310,Celly Cel,Pop the Trunk by Celly Cel (Ft. UGK),Pop the Trunk
13184,3310,Celly Cel,Why Must I Be Like That? by Celly Cel (Ft. E-40),Why Must I Be Like That?
13198,3310,Celly Cel,Redrum by Celly Cel (Ft. Spice 1),Redrum
13200,450,Celph Titled,"Blao! by Celph Titled (Ft. Fabolous, Hot Karl & Redman)",Blao!
13238,4441,Cha Cha,He Likes by Cha Cha (Ft. Jagged Edge),He Likes
13245,4441,Cha Cha,M.O.M.M.Y. by Cha Cha (Ft. Nas),M.O.M.M.Y.
13248,4441,Cha Cha,"It's Like That by Cha Cha (Ft. Jim Crow, Juvenile & Trick Daddy)",It's Like That
13251,4441,Cha Cha,"Where Da Paper At by Cha Cha (Ft. BerreTa, Black Child, Ja Rule, Memphis Bleek & Throw)",Where Da Paper At
13252,4441,Cha Cha,What Cha Wanna Do (New Millennium) Remix by Cha Cha (Ft. Jermaine Dupri),What Cha Wanna Do (New Millennium) Remix
13254,584,Chali 2NA,Lock Shit Down by Chali 2NA (Ft. Talib Kweli),Lock Shit Down
13255,115,Chamillionaire,Whole City Behind Us by Chamillionaire (Ft. Rasaq & Stat Quo),Whole City Behind Us
13256,115,Chamillionaire,Air Force Ones Freestyle by Chamillionaire,Air Force Ones Freestyle
13257,115,Chamillionaire,Batter Up by Chamillionaire,Batter Up
13258,115,Chamillionaire,Bad Boyz Freestyle by Chamillionaire,Bad Boyz Freestyle
13259,115,Chamillionaire,5 Deuce 4 Tre Freestyle by Chamillionaire,5 Deuce 4 Tre Freestyle
13260,115,Chamillionaire,Cadillac Pimpin' Freestyle by Chamillionaire,Cadillac Pimpin' Freestyle
13261,115,Chamillionaire,E.I. Freestyle by Chamillionaire,E.I. Freestyle
13262,115,Chamillionaire,Da Bomb Freestyle by Chamillionaire,Da Bomb Freestyle
13263,115,Chamillionaire,Before Da Kappa 2K1 by Chamillionaire,Before Da Kappa 2K1
13264,115,Chamillionaire,Hot Girl by Chamillionaire,Hot Girl
13265,115,Chamillionaire,Let Me Blow Your Mind by Chamillionaire,Let Me Blow Your Mind
13266,115,Chamillionaire,Cadillac Freestyle by Chamillionaire,Cadillac Freestyle
13267,115,Chamillionaire,NBA on NBC Freestyle by Chamillionaire,NBA on NBC Freestyle
13268,115,Chamillionaire,Move Bitch Freestyle by Chamillionaire,Move Bitch Freestyle
13269,115,Chamillionaire,King Koopa by Chamillionaire,King Koopa
13270,115,Chamillionaire,I Ball Freestyle by Chamillionaire,I Ball Freestyle
13271,115,Chamillionaire,Me & My Money by Chamillionaire,Me & My Money
13272,115,Chamillionaire,New Jersey Freestyle by Chamillionaire (Ft. Papa Reu),New Jersey Freestyle
13273,115,Chamillionaire,Oochie Wally by Chamillionaire,Oochie Wally
13274,115,Chamillionaire,Nothin' Freestyle by Chamillionaire,Nothin' Freestyle
13275,115,Chamillionaire,Rich Niggaz by Chamillionaire,Rich Niggaz
13276,115,Chamillionaire,Pass the Courvoisier by Chamillionaire,Pass the Courvoisier
13277,115,Chamillionaire,Power Up Freestyle by Chamillionaire,Power Up Freestyle
13278,115,Chamillionaire,Parking Lot Pimpin' Freestyle by Chamillionaire,Parking Lot Pimpin' Freestyle
13279,115,Chamillionaire,Runnin' the Game by Chamillionaire,Runnin' the Game
13280,115,Chamillionaire,Set it Off Freestyle by Chamillionaire,Set it Off Freestyle
13281,115,Chamillionaire,They Ain't Ready Freestyle by Chamillionaire,They Ain't Ready Freestyle
13282,115,Chamillionaire,Oh No! Freestyle by Chamillionaire,Oh No! Freestyle
13283,115,Chamillionaire,That's Gangsta Freestyle by Chamillionaire,That's Gangsta Freestyle
13284,115,Chamillionaire,Shut Up Freestyle by Chamillionaire,Shut Up Freestyle
13285,115,Chamillionaire,Ugly Freestyle by Chamillionaire,Ugly Freestyle
13286,115,Chamillionaire,Trendsetta by Chamillionaire,Trendsetta
13287,115,Chamillionaire,This is for My Gangstaz by Chamillionaire,This is for My Gangstaz
13288,115,Chamillionaire,Y'all Ain't Ready 2 Ball Freestyle by Chamillionaire,Y'all Ain't Ready 2 Ball Freestyle
13289,115,Chamillionaire,What Y'all Niggas Gone Do? by Chamillionaire,What Y'all Niggas Gone Do?
13290,115,Chamillionaire,Chamillitary Street Check by Chamillionaire,Chamillitary Street Check
13291,115,Chamillionaire,From the South (Remix) by Chamillionaire (Ft. Lil Flip & Z-Ro),From the South (Remix)
13292,115,Chamillionaire,Street Shit Freestyle by Chamillionaire,Street Shit Freestyle
13293,115,Chamillionaire,Hate it or Love it Houston by Chamillionaire,Hate it or Love it Houston
13294,115,Chamillionaire,Haters Listen Up! by Chamillionaire,Haters Listen Up!
13295,115,Chamillionaire,You've Got Mail by Chamillionaire,You've Got Mail
13296,115,Chamillionaire,Deep Off by Chamillionaire (Ft. Bun B & Mddl Fngz),Deep Off
13297,115,Chamillionaire,H-Town to A-Town by Chamillionaire (Ft. Lil Scrappy),H-Town to A-Town
13298,115,Chamillionaire,Let's Get It by Chamillionaire (Ft. Rasaq),Let's Get It
13299,115,Chamillionaire,"In These Streets by Chamillionaire (Ft. B.G. (Baby Gangsta), Soulja Slim & Stat Quo)",In These Streets
13300,115,Chamillionaire,I'm a Hustla by Chamillionaire (Ft. Lil Wayne),I'm a Hustla
13301,115,Chamillionaire,Chamillionaire's Motivation by Chamillionaire,Chamillionaire's Motivation
13302,115,Chamillionaire,Neck of My Woods by Chamillionaire,Neck of My Woods
13303,115,Chamillionaire,Millioniares by Chamillionaire (Ft. Jazze Pha & Jeezy),Millioniares
13304,115,Chamillionaire,Something Like a Pimp by Chamillionaire,Something Like a Pimp
13305,115,Chamillionaire,Talking That Talk by Chamillionaire (Ft. David Banner),Talking That Talk
13306,115,Chamillionaire,Realest Niggas in it by Chamillionaire (Ft. Rasaq),Realest Niggas in it
13307,115,Chamillionaire,Turn it Up by Chamillionaire (Ft. Lil Flip),Turn it Up
13308,115,Chamillionaire,I Got This Outro by Chamillionaire,I Got This Outro
13309,115,Chamillionaire,The Kings Are Here by Chamillionaire,The Kings Are Here
13310,115,Chamillionaire,Body Rock by Chamillionaire,Body Rock
13311,115,Chamillionaire,Call Some Hoes by Chamillionaire (Ft. Kanye West & Stat Quo),Call Some Hoes
13312,115,Chamillionaire,Drag 'Em in the River by Chamillionaire (Ft. Rasaq),Drag 'Em in the River
13313,115,Chamillionaire,The Truth is Back by Chamillionaire,The Truth is Back
13314,115,Chamillionaire,Bonus Track by Chamillionaire,Bonus Track
13315,115,Chamillionaire,Not Friendly by Chamillionaire,Not Friendly
13316,115,Chamillionaire,Gun Smoke by Chamillionaire (Ft. Yung Ro),Gun Smoke
13317,115,Chamillionaire,I Had a Dream by Chamillionaire (Ft. DJ Screw),I Had a Dream
13318,115,Chamillionaire,Front to Back by Chamillionaire (Ft. Rasaq & Yung Ro),Front to Back
13319,115,Chamillionaire,Hurtin' 'Em Bad by Chamillionaire,Hurtin' 'Em Bad
13320,115,Chamillionaire,Waiting 4 My Downfall by Chamillionaire,Waiting 4 My Downfall
13321,115,Chamillionaire,Hey Lady by Chamillionaire (Ft. Big Gem),Hey Lady
13322,115,Chamillionaire,I Got Hoes by Chamillionaire (Ft. Rasaq),I Got Hoes
13323,115,Chamillionaire,I Be Comin' Down by Chamillionaire (Ft. Rasaq),I Be Comin' Down
13324,115,Chamillionaire,"I'm a Balla by Chamillionaire (Ft. Far East, Lumba & Play-N-Skillz)",I'm a Balla
13325,115,Chamillionaire,I'm Da King by Chamillionaire,I'm Da King
13326,115,Chamillionaire,Undisputed King Koopa by Chamillionaire,Undisputed King Koopa
13327,115,Chamillionaire,On Yo Azz by Chamillionaire,On Yo Azz
13328,115,Chamillionaire,I'm Busy by Chamillionaire,I'm Busy
13329,115,Chamillionaire,Panky Rang by Chamillionaire (Ft. Rasaq),Panky Rang
13330,115,Chamillionaire,I Mean That There by Chamillionaire,I Mean That There
13331,115,Chamillionaire,Roll Call by Chamillionaire,Roll Call
13332,115,Chamillionaire,Platinum Stars by Chamillionaire (Ft. Bun B & Lil Flip),Platinum Stars
13333,115,Chamillionaire,Put It in Slow Motion by Chamillionaire,Put It in Slow Motion
13334,115,Chamillionaire,Pimp Drill by Chamillionaire (Ft. Color Changin' Click),Pimp Drill
13335,115,Chamillionaire,Step Into My Room by Chamillionaire,Step Into My Room
13336,115,Chamillionaire,Run You Out the Game by Chamillionaire,Run You Out the Game
13337,115,Chamillionaire,Screw Jams by Chamillionaire,Screw Jams
13338,115,Chamillionaire,Still Tippin' 2 by Chamillionaire (Ft. Slim Thug),Still Tippin' 2
13339,115,Chamillionaire,Switch Styles by Chamillionaire,Switch Styles
13340,115,Chamillionaire,Texas Boys by Chamillionaire (Ft. Rasaq),Texas Boys
13341,115,Chamillionaire,We Gonna Ride by Chamillionaire (Ft. Rasaq),We Gonna Ride
13342,115,Chamillionaire,I'm Tip Down by Chamillionaire (Ft. Rasaq),I'm Tip Down
13343,115,Chamillionaire,Who I Be by Chamillionaire (Ft. Rasaq),Who I Be
13344,115,Chamillionaire,What Would You Do by Chamillionaire,What Would You Do
13345,115,Chamillionaire,The Truth by Chamillionaire,The Truth
13346,115,Chamillionaire,Weatherman by Chamillionaire (Ft. Paul Wall),Weatherman
13347,115,Chamillionaire,Guess Who's Back Intro by Chamillionaire,Guess Who's Back Intro
13348,115,Chamillionaire,You Got Wrecked by Chamillionaire,You Got Wrecked
13349,115,Chamillionaire,Who They Want by Chamillionaire,Who They Want
13350,115,Chamillionaire,Tippin' Slow by Chamillionaire (Ft. Rasaq),Tippin' Slow
13351,115,Chamillionaire,Answer Machine 2 by Chamillionaire,Answer Machine 2
13352,115,Chamillionaire,Picture Me Rollin' by Chamillionaire,Picture Me Rollin'
13353,115,Chamillionaire,I Run It by Chamillionaire,I Run It
13354,115,Chamillionaire,Let 'Em Know by Chamillionaire,Let 'Em Know
13355,115,Chamillionaire,Ridin' Overseas by Chamillionaire (Ft. Akon),Ridin' Overseas
13356,115,Chamillionaire,Man Hold Up by Chamillionaire,Man Hold Up
13357,115,Chamillionaire,Roll Call Reloaded by Chamillionaire,Roll Call Reloaded
13358,115,Chamillionaire,Show Me What Ya Got by Chamillionaire (Ft. Famous),Show Me What Ya Got
13359,115,Chamillionaire,She Gonna Already Know by Chamillionaire,She Gonna Already Know
13360,115,Chamillionaire,Get Ya Umbrellas Out by Chamillionaire,Get Ya Umbrellas Out
13361,115,Chamillionaire,The Game Gonna Cost a Fee by Chamillionaire,The Game Gonna Cost a Fee
13362,115,Chamillionaire,Failure's Not An Option by Chamillionaire,Failure's Not An Option
13363,115,Chamillionaire,Tryin to Change Me by Chamillionaire,Tryin to Change Me
